id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
32396518,House of ginestre,243246889,Patrizia,,XIV Monte Mario,42.00968,12.24437,Entire home/apt,379,1,0,,,2,0,0,
32397261,合住房3,106823995,秀萍(Xiuping),,I Centro Storico,41.89804,12.50675,Shared room,15,1,106,2021-11-08,3.14,8,337,12,
32398180,"Roomy apartment near Rome and Tivoli, 91 mq",243285273,Simonetta,,VI Roma delle Torri,41.91828,12.68178,Entire home/apt,28,1,9,2019-09-01,0.26,1,0,0,
32398424,Maison Babuino delizioso attico con terrazzino a pochi passi da piazza di Spagna,243288753,Leonello,,I Centro Storico,41.90836,12.4783,Entire home/apt,101,1,63,2021-11-20,1.88,1,250,22,CVN-005957-5
32399432,Panoramic Eur Apartment,52782822,Fabrizio,,IX Eur,41.81545,12.4493,Entire home/apt,70,5,12,2021-11-13,0.39,10,127,6,
32401052,Cosy apartment in Prati near Saint Peter's/Vatican,56952186,Isacco,,I Centro Storico,41.91058,12.46727,Entire home/apt,71,3,2,2020-01-03,0.07,8,338,0,
32401712,Fine Art House,132362130,Biagio,,V Prenestino/Centocelle,41.89094,12.55075,Private room,45,1,23,2021-10-09,0.70,1,345,7,
32405961,Casa Lorenzo,40790869,Lorenzo,,I Centro Storico,41.89609,12.50628,Entire home/apt,79,1,0,,,2,126,0,
32406182,"Bright large room in S. Giovanni, high floor apt!!",163325111,Gabriele,,VII San Giovanni/Cinecittà,41.87868,12.50736,Private room,40,1,33,2020-02-12,0.97,3,346,0,
32413890,Appartamento a Roma,243423588,Luciana,,X Ostia/Acilia,41.7868,12.356,Entire home/apt,65,3,35,2021-11-21,1.07,1,349,5,ATR-007581-9
32418013,cozy flat close to Pigneto,12126073,Lorenzo,,V Prenestino/Centocelle,41.87993,12.53736,Entire home/apt,45,2,18,2020-02-08,0.53,1,0,0,
32424990,Room center triple,57219225,Polash,,I Centro Storico,41.9102,12.49468,Hotel room,54,2,11,2021-11-06,0.39,5,172,3,
32435020,The Imperfect Home,160330156,Pietro,,II Parioli/Nomentano,41.91431,12.47472,Private room,45,2,60,2021-12-05,1.78,1,78,12,ATR-006920-5
32436690,Va(i)lletta Fiorita * 6 single beds in 2 rooms,159314188,Roberta,,VI Roma delle Torri,41.87722,12.65048,Private room,41,7,0,,,5,166,0,
32438710,Casa Paola Guesthouse,243662883,Giulia,,I Centro Storico,41.90389,12.48535,Entire home/apt,87,2,61,2021-12-08,1.81,1,189,2,
32438759,Two-room apartment Rome Lido Nord,243469404,Alessandro,,X Ostia/Acilia,41.74024,12.28653,Entire home/apt,49,1,51,2021-11-23,1.50,1,166,10,QA/2018/46861
32442719,One&Only Buonarroti Suite,21884734,Gianluca,,I Centro Storico,41.89465,12.50232,Entire home/apt,124,2,36,2021-12-03,1.18,2,305,13,
32444973,Cinemahouse Dream,29443313,Vincenzo,,I Centro Storico,41.89816,12.50089,Private room,75,1,10,2019-06-21,0.30,17,295,0,
32445323,Cinemahouse Cult,29443313,Vincenzo,,I Centro Storico,41.89882,12.50254,Private room,75,1,9,2019-12-01,0.28,17,231,0,
32445630,Izzy Apartment,243733528,Simona,,XII Monte Verde,41.87961,12.46891,Entire home/apt,120,1,2,2020-10-31,0.07,1,0,0,
32452493,Strategic spot in Monti,72912351,Maria Jose,,I Centro Storico,41.8937,12.49308,Entire home/apt,100,2,34,2020-08-31,1.01,1,0,0,
32454552,Luminoso tra Auditorium e Ponte Milvio,243816832,Marco,,II Parioli/Nomentano,41.93228,12.47191,Entire home/apt,70,6,1,2019-06-15,0.03,1,126,0,
32454589,Rebibbia vale hillary 1,54958338,Soledad,,IV Tiburtina,41.92746,12.5737,Private room,30,1,25,2021-07-21,0.74,12,354,1,
32456247,Colosseo - Loft  Dolabella & Silano.,243827256,Teresa & Salvatore,,I Centro Storico,41.8889,12.50122,Entire home/apt,33,3,89,2021-11-17,2.64,2,274,32,
32457344,Pantheon loft with internal balcony,65376253,G&J,,I Centro Storico,41.89696,12.47573,Entire home/apt,84,1,146,2021-11-23,4.41,7,53,45,
32457714,"Campo Marzio Lux
Amazing Terrace with lift",29042430,Sleepinitaly,,I Centro Storico,41.90422,12.47813,Entire home/apt,411,2,8,2021-10-19,0.25,8,291,3,
32461125,SuityRHome  RioneMonti118,128514736,Fabio E Mauro,,I Centro Storico,41.89532,12.49116,Entire home/apt,79,2,92,2021-12-07,2.77,6,302,40,
32464547,Navona Suite 19,106398326,Giuseppe,,I Centro Storico,41.89794,12.47024,Entire home/apt,62,2,138,2021-11-23,4.16,5,356,41,
32480177,Triple room near Tiburtina station 20%,243944939,Vahid,,II Parioli/Nomentano,41.91168,12.52694,Shared room,100,1,6,2019-05-27,0.18,1,0,0,
32481565,AMAZING GETAWAY - TWO BEDROOM FAMILY SUITE,236039951,Leaving Room,,I Centro Storico,41.90437,12.48903,Hotel room,148,1,0,,,4,313,0,
32483287,Roma Relax :),160773037,Giuseppe,,VI Roma delle Torri,41.8664,12.58087,Private room,20,10,0,,,1,0,0,
32486370,iFlat | Saint Peter Graceful Apartment,23532561,IFlat,,I Centro Storico,41.9069,12.45843,Entire home/apt,885,2,28,2020-02-17,0.87,175,0,0,
32489030,Elegant Apartment Rome,243868421,Laura,,I Centro Storico,41.91041,12.49344,Entire home/apt,77,1,21,2020-02-23,0.64,1,344,0,
32490321,Il Cortiletto di via Tuscolana,244109894,Mario,,VII San Giovanni/Cinecittà,41.8612,12.5471,Entire home/apt,52,1,27,2021-10-03,0.91,1,200,7,
32491131,"Giulio Cesare Imperatore - Warm, Style, Comfort",122976121,Fabrizio,,I Centro Storico,41.90768,12.45519,Entire home/apt,140,4,2,2019-05-16,0.06,3,204,0,
32492233,Babuino Sweet Apartment,244126200,Edmondo,,I Centro Storico,41.90819,12.47959,Entire home/apt,150,1,15,2019-11-02,0.44,1,0,0,
32492399,La Casa dell'Artista al mare,6234784,David,,X Ostia/Acilia,41.7255,12.28895,Entire home/apt,59,7,3,2019-08-17,0.10,1,40,0,
32492926,Casa Dieci al Vaticano,163045613,Filippo,,I Centro Storico,41.90786,12.45736,Entire home/apt,186,1,14,2021-08-16,0.45,3,154,1,
32494485,Vip apartment,150785829,Emilio,,VII San Giovanni/Cinecittà,41.88344,12.5126,Entire home/apt,100,1,5,2019-08-26,0.17,4,0,0,
32497375,Krishna’s Borgo dei pini,81315339,Sai Krishna,,VI Roma delle Torri,41.91384,12.62319,Entire home/apt,25,1,0,,,1,0,0,
32498712,A SanPietro your big quiet Roman apartment,125357301,"Marco, Carla, Elio",,XIII Aurelia,41.89588,12.44196,Entire home/apt,90,2,2,2019-07-14,0.06,4,0,0,Comune QA/2017/42194 Regione 10112
32499638,"Massimo di relax nel immenso verde.
30 m.da centro",55177333,Nuri,,X Ostia/Acilia,41.7871,12.39586,Entire home/apt,50,1,31,2020-02-18,0.96,2,0,0,
32501069,Whole Apartment (14 people Max),179012367,Clelia,,I Centro Storico,41.91042,12.45565,Entire home/apt,400,1,2,2019-08-24,0.07,6,0,0,
32506622,Romantica Roma,10776713,Paolo,,I Centro Storico,41.90795,12.44835,Private room,100,3,0,,,4,339,0,
32508512,Deliziosa Camera doppia vicino alla Metro A,243065915,B&B,,VII San Giovanni/Cinecittà,41.88434,12.51079,Hotel room,52,2,0,,,2,21,0,
32512848,The neatest apartment at Gianicolo!,171854911,Simone,,XII Monte Verde,41.8806,12.46246,Entire home/apt,60,2,13,2020-02-15,0.39,1,0,0,
32513223,La Casa di Memole,40865902,Giorgiamaria,,V Prenestino/Centocelle,41.88567,12.53357,Entire home/apt,40,25,2,2019-03-25,0.06,1,0,0,
32515614,Delizioso appartamento in villa,241893723,Isabella,,XV Cassia/Flaminia,41.95863,12.44765,Entire home/apt,39,2,19,2020-01-27,0.57,1,11,0,
32515690,BB Colosseum Bright & Quiet Apartment,29095322,Luana,,I Centro Storico,41.88707,12.50421,Entire home/apt,100,2,52,2021-09-28,1.57,3,340,8,
32517351,Garibaldi’s Camp 2 - Monolocale attico Monteverde,15550585,Francesca,,XII Monte Verde,41.87599,12.44719,Entire home/apt,67,2,0,,,2,1,0,
32517391,"Vatican Happy Rooms  ""JULIA""",31663843,Davide,,I Centro Storico,41.91322,12.45444,Hotel room,50,3,23,2021-11-24,0.70,2,88,4,
32517702,ROMA CARINA,34448167,Gao,,I Centro Storico,41.89379,12.50754,Private room,69,1,8,2020-03-10,0.25,5,358,0,
32518030,iFlat | Gemelli Peaceful Apartment,23532561,IFlat,,XIV Monte Mario,41.9321,12.42492,Entire home/apt,103,2,13,2021-10-07,0.40,175,20,1,
32519467,Casa SereTina ti accoglie,244345924,Daniela,,VII San Giovanni/Cinecittà,41.87312,12.52859,Entire home/apt,57,2,17,2021-11-07,0.52,1,171,3,ATR-006626-8
32520092,Appartamento al Centro di Roma,202261409,Fabio,,II Parioli/Nomentano,41.92459,12.46565,Entire home/apt,70,1,11,2019-07-13,0.33,2,0,0,
32521658,Va(i)lletta Fiorita * M (2pax),159314188,Roberta,,VI Roma delle Torri,41.87596,12.65121,Private room,15,1,28,2021-03-03,0.83,5,1,2,
32536202,Open Space with Garden in Historic Pasta Factory,5906045,Edoardo & Neal,,VII San Giovanni/Cinecittà,41.89177,12.51627,Entire home/apt,99,1,75,2021-11-23,2.38,1,204,6,LBR-000893-1
32536307,Incantevole Doppia nei Luoghi della Dolce Vita,32577501,Roberto,,I Centro Storico,41.90794,12.48731,Hotel room,108,1,0,,,1,2,0,
32538609,Private room in lovely apartment in Rome,139297793,Francesca,,VII San Giovanni/Cinecittà,41.86104,12.55849,Private room,35,5,27,2021-08-25,0.82,1,7,5,
32538914,CASA COLA - Appartamento luminoso con terrazzo,13124201,Stefania,,XIII Aurelia,41.90008,12.39067,Entire home/apt,40,2,33,2021-11-09,1.01,1,241,4,
32542215,sweet flat Laterano,244537542,Rita,,I Centro Storico,41.89056,12.51276,Entire home/apt,59,2,50,2021-06-29,1.53,1,334,2,
32542940,Rebibbia  hillary e vale 2,54958338,Soledad,,IV Tiburtina,41.92885,12.57256,Private room,30,1,26,2020-02-29,0.81,12,343,0,
32543343,Room with private bathroom in a beautiful apt,59691768,Marta,,XII Monte Verde,41.88576,12.46087,Private room,59,2,9,2021-10-22,0.28,1,178,2,
32543989,PRATI- Classic Suite Bathroom in room Terrace,15208678,Le Fate Apartments,,XII Monte Verde,41.87825,12.459,Private room,71,1,0,,,3,341,0,
32547995,LE TERRAZZE DI ALBERTO (DISCOUNTED WINTER) X 2,239447835,Fabio,,V Prenestino/Centocelle,41.89591,12.54745,Hotel room,70,1,4,2019-05-21,0.12,3,364,0,
32549334,LE TERRAZZE DI ALBERTO (DISCOUNTED WINTER) X 3,239447835,Fabio,,V Prenestino/Centocelle,41.89461,12.54725,Hotel room,87,1,2,2019-04-25,0.06,3,365,0,
32549976,LE TERRAZZE DI ALBERTO (DISCOUNTED WINTER) X 3,239447835,Fabio,,V Prenestino/Centocelle,41.89655,12.54543,Hotel room,87,1,1,2019-03-17,0.03,3,365,0,
32561744,Stunning Villa in Rome situated in Talenti,59034975,Kimmi,,IV Tiburtina,41.92645,12.562,Entire home/apt,180,2,3,2020-05-26,0.09,1,0,0,
32563076,Fascinating flat - up to 4 guests - Trastevere,244517157,Lavinia,,I Centro Storico,41.89071,12.46661,Entire home/apt,95,2,59,2021-11-16,1.77,1,353,19,
32563161,Your Bright Urban Studio San Peter/VATICAN,151759,Nicola,,XIII Aurelia,41.89635,12.44981,Entire home/apt,61,1,97,2021-11-28,2.96,4,361,24,
32565322,Your Urban Studio with Balcony San Peter/VATICAN,151759,Nicola,,XIII Aurelia,41.89547,12.44888,Entire home/apt,60,1,82,2021-12-06,2.52,4,358,29,
32565818,Cozy and Intimate Studio Suite San Peter/VATICAN,151759,Nicola,,XIII Aurelia,41.89586,12.44861,Entire home/apt,66,1,110,2021-12-05,3.30,4,358,33,
32566011,Cozy Studio with small PATIO San Peter/VATICAN,151759,Nicola,,XIII Aurelia,41.8972,12.44939,Entire home/apt,51,1,102,2021-11-30,3.09,4,354,31,
32568719,Ripetta 16 bis,46544708,Federico,,I Centro Storico,41.90957,12.47515,Entire home/apt,78,1,110,2021-11-28,3.26,3,319,27,
32568845,Roma Luxury Vatican House,244752281,Marina,,I Centro Storico,41.90941,12.46527,Entire home/apt,130,3,72,2021-11-27,2.20,1,252,19,CVN-006017-2
32568968,double room near colosseum,28162797,Hotel,,I Centro Storico,41.89536,12.49901,Hotel room,49,1,123,2021-11-06,3.62,6,179,8,
32571061,campo dei fiori apartment,21773759,Veronica,,I Centro Storico,41.89537,12.46953,Entire home/apt,105,2,45,2021-11-30,1.43,2,75,14,ART-007343-5
32571153,Il Colosseo Loft - Just a Few Steps to Colosseum,244769925,Jasmine,,I Centro Storico,41.89096,12.49343,Entire home/apt,54,1,100,2021-12-05,2.98,1,256,25,
32573704,Il Bonsai B&B - Room 1,244795207,Daniela,,II Parioli/Nomentano,41.91186,12.52313,Private room,90,1,2,2019-09-23,0.06,3,84,0,
32580966,Penthouse The View - By The Goodnight Company,226636302,The Inn Apartments Spagna,,I Centro Storico,41.90455,12.48249,Entire home/apt,3260,1,0,,,5,29,0,
32582555,Boutique Domus Penthouse Trastevere,3356656,Paolo&Franziska,,XII Monte Verde,41.87783,12.46716,Entire home/apt,129,28,15,2020-01-05,0.47,15,0,0,
32584990,Appartamento a Centro di Roma - v3,45653774,Pasquale,,II Parioli/Nomentano,41.89576,12.51475,Entire home/apt,70,1,12,2019-12-12,0.36,4,125,0,ATR-002859-3
32585822,TREVI  TO SPANISH STEPS,238851257,Mana,,I Centro Storico,41.90211,12.48434,Entire home/apt,172,2,9,2020-02-03,0.27,7,306,0,
32588176,Cozy Prati,23654121,Giuliano,,I Centro Storico,41.90747,12.47093,Entire home/apt,100,3,22,2020-02-26,0.70,1,283,0,
32599200,Pantheon Home al centro storico,74330771,Antonella,,I Centro Storico,41.89584,12.47946,Entire home/apt,100,3,43,2021-08-31,1.30,2,157,7,
32599553,GC7 - Apartment with terrace & view over the Tiber,36336593,Nicoletta,,I Centro Storico,41.91285,12.46917,Entire home/apt,110,3,3,2019-06-06,0.09,1,1,0,
32600049,"beautiful, large terrace, very well connected",123386524,Alessandro,,XII Monte Verde,41.87609,12.46678,Entire home/apt,100,2,2,2019-06-15,0.06,2,241,0,3485737637
32601807,Bright Room in the Roman Walls,153156031,Babak,,I Centro Storico,41.89653,12.51086,Private room,40,2,0,,,1,0,0,
32602344,"Villa Giulia, history, bike, sea. Ostia antica",201251545,Alessandra,,X Ostia/Acilia,41.7801,12.32936,Entire home/apt,35,5,7,2021-08-12,0.25,1,0,4,
32604486,**Self check in**Urbana Little Suite,32024082,Sara,,I Centro Storico,41.89777,12.4951,Entire home/apt,69,2,171,2021-11-20,5.18,1,190,39,ATR-006975-6
32605649,Stanza Torre Angela,245099449,Massimo,,VI Roma delle Torri,41.86827,12.62389,Private room,28,2,0,,,1,87,0,
32605804,Elegante appartamento all'Esquilino,9424893,Federica,,I Centro Storico,41.89633,12.5045,Entire home/apt,90,2,46,2021-11-14,1.42,1,151,8,
32621515,"Apartment near to San Peter Vatican ""JOYA ROMA""",116013960,Fabrizio,,XIV Monte Mario,41.90711,12.41529,Entire home/apt,40,2,42,2021-11-27,1.33,1,67,9,
32622693,Amazing Room,10776713,Paolo,,I Centro Storico,41.90733,12.44822,Private room,100,2,0,,,4,339,0,
32622844,Apartment Piramide Cestia,245268239,Arianna,,I Centro Storico,41.87605,12.48553,Entire home/apt,59,2,19,2019-10-26,0.56,1,0,0,
32622978,Camere Con Vista,10776713,Paolo,,I Centro Storico,41.90676,12.45015,Private room,150,3,0,,,4,63,0,
32624130,Apartment  few steps from Termini Central Station,126381991,Vincenzo,,I Centro Storico,41.90619,12.50339,Entire home/apt,63,1,56,2021-11-22,1.70,3,344,13,
32624274,Appartamento Roma,55301608,Neri,,VI Roma delle Torri,41.86516,12.64541,Entire home/apt,60,1,5,2021-07-20,0.16,1,0,1,
32625147,View Colosseum from Jacuzzi bath!,17634009,Olga E Mirko,,I Centro Storico,41.8908,12.49026,Entire home/apt,150,1,36,2021-11-23,1.08,4,189,14,
32626244,Casa GREGORIO - appartamento sanificato,245292212,Hopi,,XIII Aurelia,41.89961,12.45118,Entire home/apt,50,30,7,2021-09-30,0.22,2,191,1,
32629337,GUEST_372 Zona Vaticano,245307214,Diego,,XIII Aurelia,41.90106,12.44126,Entire home/apt,76,2,44,2021-11-30,1.35,1,355,10,
32629827,Domitilla 1 -Luxury apartment in the heart of Rome,20609134,Daniele,,I Centro Storico,41.8902,12.50293,Entire home/apt,84,1,38,2021-11-20,1.16,4,3,21,QA/2019/64870
32631428,Cozy room with private bathroom in San Giovanni,245328594,Fabio,,VII San Giovanni/Cinecittà,41.87957,12.51307,Private room,50,1,33,2019-12-03,1.01,1,0,0,
32635169,Deluxe Vatican Suite,12388563,Guglielmo,,I Centro Storico,41.90867,12.45286,Entire home/apt,81,1,18,2021-12-04,0.55,7,308,4,
32635266,Rialto Apartment Sistine Chapel,6519534,Alessia & Daniele,,I Centro Storico,41.90772,12.44647,Entire home/apt,90,1,1,2019-05-18,0.03,25,284,0,
32635747,VIP luxury apartment in the center 3 bed rooms,123190032,Sergio,,I Centro Storico,41.90059,12.49849,Entire home/apt,155,1,39,2021-09-16,1.15,2,301,25,AFF-001528-7
32638886,APPARTAMENTO-STUDIO LUXURY PIAZZALE CLODIO,36431829,Gioacchino,,I Centro Storico,41.91539,12.45349,Entire home/apt,90,2,5,2021-08-17,0.20,4,347,3,
32650229,MyapARTsuite Colosseo Appartamento 2 camere,187845288,MyApARTsuite,,I Centro Storico,41.89437,12.49125,Entire home/apt,167,1,5,2021-09-26,0.15,11,302,3,
32650582,Bed and breakfast a casa totti,15423032,Iginia,,I Centro Storico,41.90334,12.49835,Private room,50,1,96,2021-09-19,2.88,1,334,11,
32651123,Lovely Loft  near downtown and Vatican,242651373,Graziano,,XII Monte Verde,41.87314,12.44205,Entire home/apt,95,2,5,2019-07-09,0.15,1,0,0,
32651992,"Bright room & balcony, great view of the skyline!!",163325111,Gabriele,,VII San Giovanni/Cinecittà,41.87854,12.50826,Private room,40,1,37,2020-01-14,1.12,3,348,0,
32653508,Livia - Camera Deluxe con vista Colosseo,239490534,Colosseum,,I Centro Storico,41.89257,12.49201,Hotel room,252,1,0,,,4,113,0,
32654406,La Casa Degli Osti 2 - Piazza Navona,233821212,Marcello,,I Centro Storico,41.89947,12.47011,Entire home/apt,56,1,76,2021-11-21,2.68,11,39,42,
32655337,Vatican Palace,245530933,Beatrice,,I Centro Storico,41.91038,12.4583,Entire home/apt,40,1,7,2020-02-27,0.22,2,0,0,
32655435,Elegant Apartment Esquilino,245532192,Monica,,I Centro Storico,41.89362,12.509,Entire home/apt,150,2,16,2021-11-05,0.49,2,355,2,
32656804,Trastevere in Vicolo,176365927,Miglena,,I Centro Storico,41.89202,12.46831,Entire home/apt,90,1,81,2020-03-08,2.42,1,32,0,
32657133,Camera Matrimoniale Standard,67235820,Luca,,II Parioli/Nomentano,41.91232,12.49945,Hotel room,45,1,30,2021-11-07,0.98,2,356,20,AFF-004727-9
32658208,Camera Tripla,67235820,Luca,,II Parioli/Nomentano,41.9119,12.49931,Hotel room,53,1,15,2021-11-22,0.46,2,312,13,AFF-004727-9
32658586,Casa nelle stelle.....,245355515,Giuliana,,VI Roma delle Torri,41.8652,12.59571,Private room,35,1,27,2021-11-03,0.81,1,365,3,
32658712,camera matrimoniale standard,245070557,Luca,,II Parioli/Nomentano,41.91116,12.50065,Hotel room,46,1,82,2021-11-21,2.44,2,352,68,AFF-003921-4
32658805,Pellegrino - Available on request for long stays,206380158,Weekey Rentals,,I Centro Storico,41.89699,12.47033,Entire home/apt,110,1,1,2019-03-25,0.03,26,329,0,
32658857,Appartamento la casa di Magdalena-Centro-,245544516,Alessandro,,VIII Appia Antica,41.86632,12.48796,Entire home/apt,100,3,15,2020-01-04,0.46,2,117,0,ATR-007193-8
32660619,Junior Suite,245070557,Luca,,II Parioli/Nomentano,41.91193,12.49874,Hotel room,54,1,1,2020-12-10,0.08,2,336,1,AFF-003921-4
32661020,Camera Matrimoniale Standard,245054592,Luca,,II Parioli/Nomentano,41.91136,12.50039,Private room,46,1,85,2021-11-07,2.52,2,353,38,AFF-002656-8
32661297,Camera Matrimoniale Deluxe,245054592,Luca,,II Parioli/Nomentano,41.90991,12.50018,Private room,52,1,4,2021-10-24,0.18,2,352,2,AFF-002656-8
32662308,Campo de' Fiori Apartment,14828708,Marco,,I Centro Storico,41.89794,12.46911,Entire home/apt,97,3,58,2021-11-28,1.75,9,51,30,
32663365,PRIVATE ROOM AT TREVI FOUNTAIN,238851257,Mana,,I Centro Storico,41.90099,12.48457,Private room,156,2,12,2021-05-25,0.37,7,0,1,
32663895,Super central apartment Campo de Fiori Navona,243676962,Dino,,I Centro Storico,41.89595,12.47203,Entire home/apt,98,3,78,2021-11-26,2.48,8,303,25,
32663897,Fantastic Piazza Venezia View 2BR 2BT WiFi AC,243676962,Dino,,I Centro Storico,41.89792,12.483,Entire home/apt,180,3,61,2021-11-30,1.83,8,293,36,
32664019,Ampia e luminosa stanza in delizioso appartamento,49201068,Matteo,,IV Tiburtina,41.91271,12.54003,Private room,35,2,20,2021-11-13,0.61,2,163,2,
32665150,Appartamento Dimora Ajex-Centro-,245544516,Alessandro,,VIII Appia Antica,41.86635,12.48805,Entire home/apt,100,3,30,2021-09-08,0.95,2,117,5,ATR-007193-8
32678034,Iulia - Camera Superior con vista Colosseo,239490534,Colosseum,,I Centro Storico,41.89292,12.49198,Hotel room,229,1,0,,,4,123,0,
32678593,Delfini Trevi House,245719932,Maria,,I Centro Storico,41.90177,12.48342,Entire home/apt,166,1,0,,,1,0,0,
32678831,Glam House Roma San Pietro,9625887,Adelaide,,XIII Aurelia,41.89977,12.45327,Entire home/apt,70,7,0,,,1,0,0,
32680048,VIEW COLOSSEUM COLOSSEO FROM JACUZZI,17634009,Olga E Mirko,,I Centro Storico,41.89303,12.49199,Entire home/apt,227,1,18,2021-10-28,0.54,4,32,1,
32680229,Ottavia - Camera Standard con balcone,239490534,Colosseum,,I Centro Storico,41.89284,12.49328,Hotel room,182,1,0,,,4,124,0,
32682054,Only you Monti Young People,245738226,Simonetta,,I Centro Storico,41.89666,12.48946,Entire home/apt,55,3,57,2021-10-31,1.70,1,0,13,
32683246,Panisperna Apartment 1,8953681,EasyDomus,,I Centro Storico,41.89556,12.49042,Entire home/apt,132,1,19,2020-07-03,0.59,14,249,0,
32683280,Panisperna Apartment 2,8953681,EasyDomus,,I Centro Storico,41.89777,12.49181,Entire home/apt,208,1,64,2021-12-05,1.91,14,320,17,
32683301,Panisperna Apartment 3,8953681,EasyDomus,,I Centro Storico,41.8972,12.49054,Entire home/apt,198,1,53,2021-11-29,1.65,14,324,9,
32683328,Panisperna Apartment 4,8953681,EasyDomus,,I Centro Storico,41.89766,12.49239,Entire home/apt,158,1,22,2021-12-06,0.68,14,337,9,
32684111,Modern ★ Fully Equipped ★ Strategic Location ★ AC,245753791,Claudia,,IX Eur,41.7936,12.4056,Entire home/apt,100,2,12,2021-10-17,0.37,1,246,5,
32684638,Camera Small,245757090,Locanda,,I Centro Storico,41.90117,12.47336,Private room,450,1,0,,,1,365,0,
32687022,The Muse your home facing St. Peter's Dome,245773286,Paola,,XIII Aurelia,41.89612,12.44976,Entire home/apt,130,3,5,2021-12-07,0.19,1,251,2,
32687080,Single room-Standard-Ensuite with Shower-Garden View,162774411,Filippo,,XII Monte Verde,41.87781,12.46078,Private room,71,1,0,,,5,0,0,
32687825,Trastevere  Nurani  apartment 1,245780329,Otto,,I Centro Storico,41.88808,12.47167,Entire home/apt,100,2,2,2019-05-11,0.06,1,0,0,
32688998,See the Sea House,134902845,Stefano,,X Ostia/Acilia,41.72533,12.29049,Entire home/apt,55,2,26,2021-11-04,0.85,1,147,7,
32690875,A Large 1 BR apt near Trastevere and Testaccio,2023070,Monica,,XII Monte Verde,41.87703,12.46806,Entire home/apt,60,2,5,2019-09-22,0.15,18,309,0,
32695054,Camera al centro di Roma,202261409,Fabio,,II Parioli/Nomentano,41.92351,12.46659,Private room,45,1,8,2019-07-04,0.24,2,0,0,
32706797,Suite Vaticana Residenza Ottaviani,38749719,Vaticana Residenza,,I Centro Storico,41.90628,12.46665,Hotel room,88,1,7,2021-09-04,0.23,6,337,4,
32709746,Double Room,245951506,Lorenzo,,I Centro Storico,41.88832,12.49561,Hotel room,91,1,3,2021-10-09,0.09,1,159,1,
32712909,White Rose Trastevere studio apartment,12328864,Emiliano,,I Centro Storico,41.89053,12.46853,Entire home/apt,62,3,99,2021-11-22,2.95,1,217,22,ATR-007555-1
32716315,Vatican QG Rooms (Gold) Room with Hot Tub,245995358,Ivan,,XIII Aurelia,41.89598,12.44369,Hotel room,64,1,15,2021-09-15,0.52,3,39,10,
32716609,Vatican QG Rooms ( Angolo cottura),245995358,Ivan,,XIII Aurelia,41.89455,12.44382,Hotel room,58,1,4,2020-02-25,0.13,3,45,0,
32716894,Vatican  QG Rooms (Silver),245995358,Ivan,,XIII Aurelia,41.89466,12.44524,Hotel room,52,1,2,2019-06-09,0.06,3,40,0,
32717534,Admire Antique and Modern Touches Minutes from the Pantheon,32663812,Alberto & Anna,,I Centro Storico,41.90383,12.47504,Entire home/apt,139,2,78,2021-11-18,2.40,4,292,25,
32719239,Cosy Trastevere Old Trastevere,86151944,Anna,,I Centro Storico,41.88919,12.47123,Entire home/apt,98,3,0,,,3,347,0,
32720404,"NEW! Beautiful&Stunning AQPenthouse, heart of Rome",246026703,Federica,,I Centro Storico,41.8936,12.47594,Entire home/apt,171,2,90,2021-12-05,2.71,1,30,24,
32721001,"Aroma 21 - Comfort, realx and saving",246043041,Barbara,,XIII Aurelia,41.90587,12.41938,Entire home/apt,75,3,0,,,1,0,0,
32731429,Bright penthouse near colosseum for 6 people,16611461,Youcomehere,,I Centro Storico,41.88932,12.50143,Entire home/apt,147,3,49,2021-11-16,1.50,23,350,15,
32732133,Pamphili Art Studio,12544996,Chiara,,XII Monte Verde,41.88413,12.45566,Entire home/apt,60,2,43,2020-12-11,1.30,1,311,1,
32734769,2 Bedroom Apartment With Unique View Of St. Peters,22678807,Carmen,,XIII Aurelia,41.89264,12.44333,Entire home/apt,100,3,3,2019-10-13,0.09,1,137,0,
32735191,Urban Apt in Monteverde,1388079,Gioia,,XII Monte Verde,41.87122,12.45415,Entire home/apt,70,2,11,2019-10-25,0.33,1,363,0,
32736007,Camere in villa per universitari torvergata,188520268,Mattia,,VI Roma delle Torri,41.86801,12.65302,Private room,13,30,2,2020-02-01,0.08,2,295,0,
32736085,Camera privata con bagno e kitchnette,101974482,Luigi,,I Centro Storico,41.90735,12.45929,Private room,50,1,2,2021-08-13,0.12,6,66,1,
32737850,Renato Home - Casa con Terrazzo a  Roma,229588656,Sandra,,II Parioli/Nomentano,41.8978,12.51754,Entire home/apt,65,3,44,2021-09-21,1.35,1,305,1,
32739074,alloggio turistico Isola pedonale Via del Pigneto,16898148,Nadia,,V Prenestino/Centocelle,41.88923,12.52497,Entire home/apt,57,2,15,2020-09-27,0.45,1,333,0,
32740907,Sonder | Fontana Di Trevi | Four-Bedroom Apartment,224869116,Sonder (Rome),,I Centro Storico,41.90349,12.48339,Entire home/apt,206,1,67,2021-11-24,2.07,60,142,16,
32741211,Vaticano House,180844217,Claudia,,I Centro Storico,41.91052,12.46312,Entire home/apt,49,3,17,2019-10-30,0.52,3,284,0,
